Record ID	Object Title	Registration Number	Description.	Marks	Production Date	Provenance (Production)	Provenance (History)	Categories	Persistent Link	Height	Width	Depth	Diameter	Weight	License info
229577	Wool specimen from a wether, 1895	F4607	Wool specimen, wethers, bred by John Charles Manchee, Glen Moan, Willow Tree, New South Wales, Austalia, 1895 Wool specimen from a wether. There is a black ribbon tied around the middle of the specimen and a small green tag attached to the ribbon. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 20microns (3.7 Standard Deviation) (average fibre diameter) Staple length: 65 mm Mean fibre curvature: 134.7 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 99.1 % (The % of fibres equal to or less than 30 microns)	Text on the ribbon reads 'F4607 / Wether' and on reverse 'No 89 / J C Manchee / Glen Moan / NSW'.	1895	Maker: Manchee, John Charles; Willow Tree, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=229577		70 mm	35 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=229577#_cc-by-sa_content">CC BY-SA</a>.
368284	Wool specimen from a ewe, 1895	F4602	Wool specimen, ewe No 1 flock, bred by John Charles Manchee, Glen Moan, Willow Tree, New South Wales, Australia, 1895 Wool specimen from a ewe. There is a black ribbon tied around the middle of the specimen and a small green tag attached to the ribbon. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 17.7microns (2.9 Standard Deviation) (average fibre diameter) Staple length: 65 mm Mean fibre curvature: 146.7 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 99.1 % (The % of fibres equal to or less than 30 microns)	Handwritten text on green tag reads 'F4602 / Ewes wool' and on reverse 'No 84 / Mr JC Manchee / Glen Moan / Willow Tree'.	1895	Maker: Manchee, John Charles; Willow Tree, New South Wales; 1895|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=368284		105 mm	85 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=368284#_cc-by-sa_content">CC BY-SA</a>.
370300	Wool specimen from a stud ram, 1895	F4596	Wool specimen, stud ram, bred by John Charles Manchee, Glen Moan, Willow Tree, New South Wales, Australia, 1895 Wool specimen from an aged Gadegast / Saxony breed stud ram that was unhoused and grass fed. There is a black ribbon around the middle of the specimen and a small green tag attached to the ribbon. Text on the tag is no longer legible. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 19.3 microns (3.4 Standard Deviation) (average fibre diameter) Staple length: 25 mm Mean fibre curvature: 172.4 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 99.3 % (The % of fibres equal to or less than 30 microns)		1895	Maker: Manchee, John Charles; Willow Tree, New South Wales; 1895|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=370300		110 mm	100 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=370300#_cc-by-sa_content">CC BY-SA</a>.
229571	A wool specimen from a hogget, 1889	F45	Wool specimen, hogget, bred by Darling Downs Pastoral Company, Ayrshire Downs, Winton, West Queensland, Australia, 1889. Wool specimen from a hogget. There is a faded ribbon tied around the middle of the specimen and a small green tag attached to the ribbon. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 19.5microns (3.2 Standard Deviation) (average fibre diameter) Staple length: 85 mm Mean fibre curvature: 110.8 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 99.4 % (The % of fibres equal to or less than 30 microns)	Tag reads 'No 45 / Hogget / Tooralie E' and on reverse 'No 21 / Ayrshire / Downs / Q'land'.	1889	Maker: Darling Downs Pastoral Company; Ayrshire Downs, Queensland; 1889|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=229571		50 mm	10 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=229571#_cc-by-sa_content">CC BY-SA</a>.
370327	Wool specimen from stud ewe 'Chance', 1895	F4459	Wool specimen, stud ewe 'Chance', bred by Samuel McCaughey, Coonong, Narrandera, New South Wales, Australia, 1895. Wool specimen from 15/16 Vermont-Australian champion stud ewe 'Chance'. There is a blue ribbon around the middle of the specimen and a small green tag attached to the ribbon. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 20.6microns (3.3 Standard Deviation) (average fibre diameter) Staple length: 70 mm Mean fibre curvature: 115.6 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 99.6 % (The % of fibres equal to or less than 30 microns)	Green tag reads 'F4459 / Stud Ewe / "Chance" / Over 2 yrs old' and on reverse 'No23 / Mr S McCaughey / Coonong / Narrandera'.	1895	Maker: McCaughey, Samuel; Narrandera, New South Wales; 1895|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=370327		55 mm	20 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=370327#_cc-by-sa_content">CC BY-SA</a>.
370333	Wool specimen from stud ewe 'Lady Darley', 1895	F4455	Wool specimen, special stud ewe 'Lady Darley', bred by Samuel McCaughey, Coonong, Narrandera, New South Wales, Australia, 1895 Wool specimen from pure Vermont champion stud ewe 'Lady Darley'. There is a black ribbon tied around the middle of the specimen and a small green tag attached to the ribbon. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 23.3 microns (4.6 Standard Deviation) (average fibre diameter) Staple length: 55 mm Mean fibre curvature: 138.1 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 93.7 % (The % of fibres equal to or less than 30 microns)	Green tag reads 'F4455 / Sp'e'l St Ewe / Lady Darley' and on reverse 'No19 / Mr S McCaughey / Coonong / Narrandera'.	1895	Maker: McCaughey, Samuel; Narrandera, New South Wales; 1895|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=370333		55 mm	45 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=370333#_cc-by-sa_content">CC BY-SA</a>.
370389	Wool specimen from stud ewe 'Primrose', 1895	F4454	Wool specimen, special stud ewe 'Primrose', bred by Samuel McCaughey, Coonong, Narrandera, New South Wales, Australia, 1895 Wool specimen from 15/16 Vermont-Australian, Champion stud ewe 'Primrose'. There is a black ribbon tied around the middle of the specimen and a small green tag attached to the ribbon. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 24 microns (4.9 Standard Deviation) (average fibre diameter) Staple length: 70mm Mean fibre curvature: 123.7 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 90.1 % (The % of fibres equal to or less than 30 microns)	Green tag reads 'F4454 / Sp'c'l St Ewe / "Primrose" ' and on reverse 'no. / Mr S. McCaughey / Coonong / Narrandera'.	1895	Maker: McCaughey, Samuel; Narrandera, New South Wales; 1895|		Specimens|Wool specimens|Textile Technology|Animal Samples and Products	http://www.powerhousemuseum.com/collection/database/?irn=370389		90 mm	30 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=370389#_cc-by-sa_content">CC BY-SA</a>.
374019	F4450 Wool specimen, Stud Ram, bred by S. McCaughey, Coonong, Narrandera, NSW, 1895. Wool of Champion stud ram 'Hero'. 15/16 Vermont-Australian. At the NSW S.B Assoc 1895, took 1st prize and champion in the medium combing class and grand championship. At	F4450	Wool specimen, Stud Ram, bred by S. McCaughey, Coonong, Narrandera, NSW, 1895. Wool of Champion stud ram 'Hero'. 15/16 Vermont-Australian. At the NSW S.B Assoc 1895, took 1st prize and champion in the medium combing class and grand championship. At the A. S. B. Assoc 1895, took 1st prize in strong combing class. At Wagga took 1st and grand championship. Housed and fed. Cut 30lbs of wool (SB) This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 20.5 microns (3.8 Standard Deviation) (average fibre diameter) Staple length: 70 mm Mean fibre curvature: 110.7 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 98.3 % (The % of fibres equal to or less than 30 microns)					Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=374019						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=374019#_cc-by-sa_content">CC BY-SA</a>.
229553	Wool specimen from 'Collaroy No 1', 1895	F4430	Wool specimen, 'Collaroy No 1', bred by Collaroy Company Limited, Merriwa, New South Wales, Australia, 1895 Wool specimen from 'Collaroy No 1'. A label accompanies the sample. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 24microns (3.8 Standard Deviation) (average fibre diameter) Staple length: 60 mm Mean fibre curvature: 105.9 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 95.4 % (The % of fibres equal to or less than 30 microns)	Label reads '1895 / Collaroy No. 1 / SIRE GREEN MOUNTAIN (Vermont) / Bred by Collaroy Co. / Merriwa / NSW'.	1895	Maker: Collaroy Company Limited; Merriwa, New South Wales; 1895|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=229553		260 mm	75 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=229553#_cc-by-sa_content">CC BY-SA</a>.
229552	Wool specimen from stud ram 'The Hero', 1895	F4427	Wool specimen, stud ram "The Hero", bred by Thomas Gibson, Eskvale, Tasmania, Australia, 1895 Wool specimen from two year old special stud ram 'The Hero'. There is a label with the specimen. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 21.2 microns (4 Standard Deviation) (average fibre diameter) Staple length: 80 mm Mean fibre curvature: 123.3 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 97.2% (The % of fibres equal to or less than 30 microns)	Text on label reads '1895 / "The Hero" / STUD RAM SIR THOMAS BLOOD / Bred by J. Gibson / Eskvale / Tasmania'.	1895	Maker: Gibson, Thomas; Eskvale, Tasmania; 1895|		Specimens|Wool specimens|Textile Technology|Animal Samples and Products	http://www.powerhousemuseum.com/collection/database/?irn=229552		200 mm	90 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=229552#_cc-by-sa_content">CC BY-SA</a>.
229551	Two wool specimens from a stud ram 'Ready Cash', 1895	F4424	Wool specimens (2), stud ram 'Ready Cash', bred by Thomas Gibson, Eskvale, Tasmania, Australia, 1895. Two wool specimens from special stud ram 'Ready Cash'. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 23 microns (4.9 Standard Deviation) (average fibre diameter) Staple length: 55 mm Mean fibre curvature: 112.8 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 92.5% (The % of fibres equal to or less than 30 microns)		1895	Maker: Gibson, Thomas; Eskvale, Tasmania; 1895|		Specimens|Wool specimens|Textile Technology|Animal Samples and Products	http://www.powerhousemuseum.com/collection/database/?irn=229551						This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=229551#_cc-by-sa_content">CC BY-SA</a>.
229550	Wool specimen from stud ram 'No 1 President'., 1895	F4404	Wool specimen, stud ram 'No 1 President', bred by James Gibson, Bellevue, Tasmania, Australia, 1895 Wool specimen from six tooth, special stud ram 'No 1 President'. There is a label with the specimen. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 21.5microns (3.7 Standard Deviation) (average fibre diameter) Staple length: 75 mm Mean fibre curvature: 135.8 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 98.2 % (The % of fibres equal to or less than 30 microns)	Label reads '1895 / "No 1 Preseident" / SIRE: "PRESIDENT" "GOLDEN HORN II" "GOLDEN / HORN" "SIR THOMAS" "OLD SIR THOMAS" / DAM: A BELLEVUE EWE 310 gns 1895 / Bred by Hon Tas Gibson / Bellevue Tasmania'.	1895	Maker: Gibson, James; Bellevue, Tasmania; 1895|		Specimens|Wool specimens|Textile Technology|Animal Samples and Products	http://www.powerhousemuseum.com/collection/database/?irn=229550		135 mm	35 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=229550#_cc-by-sa_content">CC BY-SA</a>.
370296	Wool specimen from a stud ewe, 1895	F4402	Wool specimen, stud ewe, bred by W & T C Dickson, Yarrawin, Brewarrina, New South Wales, Australia, 1895. Wool specimen from a one year old stud ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 21.1 microns (3.6 Standard Deviation) (average fibre diameter) Staple length: 60 mm Mean fibre curvature: 133.5 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 98.9 % (The % of fibres equal to or less than 30 microns)	Green tag reads 'No 4402 / Stud Ewe / Hogget' and on reverse 'No 76 / W T C Dickson / Yarrawin / NS Wales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=370296		115 mm	75 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=370296#_cc-by-sa_content">CC BY-SA</a>.
370539	Wool specimen from a stud ewe, 1895	F4399	Wool specimen, stud ewe, bred by W & T C Dickson,Yarrawin, Brewarrina, New South Wales, Australia, 1895 Wool specimen from a two year old stud ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 22.8microns (5 Standard Deviation) (average fibre diameter) Staple length: 60 mm Mean fibre curvature: 110.1 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 93.2 % (The % of fibres equal to or less than 30 microns)	Green tag reads 'F4399 / Stud Ewe / 2 yrs old' and on reverse 'No 73 / W & T C Dickson / Yarrawin / NS Wales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Specimens|Wool specimens|Textile Technology|Animal Samples and Products	http://www.powerhousemuseum.com/collection/database/?irn=370539		100 mm	80 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=370539#_cc-by-sa_content">CC BY-SA</a>.
369440	Wool specimen from a stud ewe, 1895	F4398	Wool specimen, stud ewe, bred by W & T C Dickson,Yarrawin, Brewarrina, New South Wales, Australia, 1895. Wool specimen from a two year old stud ewe that was unhoused and grass fed. There is pink tape around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 22 microns (4.8 Standard Deviation) (average fibre diameter) Staple length: 55 mm Mean fibre curvature: 103.8 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 94.6 % (The % of fibres equal to or less than 30 microns)	Handwritten text on the tag reads 'F4398 / Stud Ewe / 2 yr old' and on reverse 'No 72 / W & T C Dickson / Yarrawin / NSWales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369440		140 mm	90 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369440#_cc-by-sa_content">CC BY-SA</a>.
369437	Wool specimen from a stud ewe, 1895	F4396	Wool specimen, stud ewe, bred by W & T C Dickson,Yarrawin, Brewarrina, New South Wales, Australia, 1895 Wool specimen from a two year old stud ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 21 microns (4.5 Standard Deviation) (average fibre diameter) Staple length: 60 mm Mean fibre curvature: 104.3 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 97 % (The % of fibres equal to or less than 30 microns)	Handwritten text on tag reads 'F4396 / Stud Ewe / 2 yrs old' and on reverse 'No 70 / W & T C Dickson / Yarrawin / NS Wales'	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369437		100 mm	65 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369437#_cc-by-sa_content">CC BY-SA</a>.
369531	Wool specimen from a stud ewe, 1895	F4394	Wool specimen, stud ewe, bred by W and T C Dickson, Yarrawin, Brewarrina, New South Wales, Australia, 1895. Wool specimen from a four year old stud ewe that was unhoused and grass fed. There is pink tape around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 21.1 microns (4.2 Standard Deviation) (average fibre diameter) Staple length: 55 mm Mean fibre curvature: 135.2 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 97.5 % (The % of fibres equal to or less than 30 microns) A second sample of this wool was also tested with the following results: Microns: 20.9 microns (4 Standard Deviation) (average fibre diameter) Staple length: 70 mm Mean fibre curvature: 121.7 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 98.2 % (The % of fibres equal to or less than 30 microns)	Handwritten text on tag reads 'F4394 / Stud Ewe / 4 yrs old' and on reverse 'No 68 / W & T C Dickson / Yarrawin / NSWales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369531		130 mm	90 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369531#_cc-by-sa_content">CC BY-SA</a>.
369505	Wool specimen from a stud ewe, 1895	F4393	Wool specimen, stud ewe, bred by W and T C Dickson, Yarrawin, Brewarrina, New South Wales, Australia, 1895 Wool specimen from a four year old stud ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 21 microns (3.9 Standard Deviation) (average fibre diameter) Staple length: 60mm Mean fibre curvature: 125.9 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 97.4 % (The % of fibres equal to or less than 30 microns)	Green tag reads "F4393 / Stud Ewe / 4 yrs old' and on reverse 'No 67 / W & T C Dickson / Yarrawin / NS Wales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Specimens|Wool specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369505		110 mm	100 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369505#_cc-by-sa_content">CC BY-SA</a>.
369375	Wool specimen from a stud ewe, 1895	F4391	Wool specimen, stud ewe, bred by W and T C Dickson,Yarrawin, Brewarrina, New South Wales, Australia, 1895. Wool specimen from a five year old stud ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 22.6 microns (4.5 Standard Deviation) (average fibre diameter) Staple length: 70 mm Mean fibre curvature: 101.8Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 94.5 % (The % of fibres equal to or less than 30 microns)	Handwritten text on the tag reads 'F4391 / Stud Ewe / 5 yrs old' and on reverse 'No 65 / W & T C Dickson / Yarrawin / NSWales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369375		120 mm	75 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369375#_cc-by-sa_content">CC BY-SA</a>.
369376	Wool specimen from a stud ewe, 1895	F4390	Wool specimen, stud ewe, bred by W and T C Dickson,Yarrawin, Brewarrina, New South Wales, Australia, 1895 Wool sample tied with a pink ribbon. A green oval tag is attached. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 22.8microns (4.7 Standard Deviation) (average fibre diameter) Staple length: 55 mm Mean fibre curvature: 107.3 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 92.3 % (The % of fibres equal to or less than 30 microns)	Text on label reads 'f4390 / stud ewe / 5yrs old' and on reverse 'No64 / W & TC Dickson / Yarrawin / NSWales'	1895	Maker: Dickson, W and T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369376	110 mm	175 mm	90 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369376#_cc-by-sa_content">CC BY-SA</a>.
369370	Wool specimen from a stud ewe, 1895	F4386	Wool specimen, stud ewe, bred by W and T C Dickson, Yarrawin, Brewarrina, New South Wales, Australia, 1895 Wool specimen from a six year old stud ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 22.4 microns (3.7 Standard Deviation) (average fibre diameter) Staple length: 60mm Mean fibre curvature: 110.5 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 97.1 % (The % of fibres equal to or less than 30 microns)	Handwritten text on the tag reads 'F4386 / Stud Ewe / 6 yr old' and on reverse 'No 60 / W & T C Dickson / Yarrawin / NSWales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369370		100 mm	70 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369370#_cc-by-sa_content">CC BY-SA</a>.
369438	Wool sample from stud ewe, 1895	F4385	Wool specimen, stud ewe, bred by W and T C Dickson, Yarrawin, Brewarrina, New South Wales, Australia, 1895 Sample of fleece with a pink ribbon and an oval green tag attached. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 23 microns (4.2 Standard Deviation) (average fibre diameter) Staple length: 65 mm Mean fibre curvature: 110.9 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 94.9 % (The % of fibres equal to or less than 30 microns) A second sample of this wool was also tested with the following results: Microns: 21.3 microns (4 Standard Deviation) (average fibre diameter) Staple length: 40 mm Mean fibre curvature: 136.4Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 97.2 % (The % of fibres equal to or less than 30 microns)		1895	Maker: Dickson, W and T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369438	70 mm	110 mm				This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369438#_cc-by-sa_content">CC BY-SA</a>.
369374	Wool specimen from a stud ewe, 1895	F4384	Wool specimen, stud ewe, bred by W and T C Dickson, Yarrawin, Brewarrina, New South Wales, Australia, 1895. Wool specimen from a six year old stud ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen with a green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 24.4microns (4.3 Standard Deviation) (average fibre diameter) Staple length: 65 mm Mean fibre curvature: 108.4 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 92.2 % (The % of fibres equal to or less than 30 microns)	Handwritten text on the green tag reads 'F4384 / Stud Ewe / 6 yrs old' and on reverse 'No 58 / W & TC Dickson / Yarrawin / NSWales'.	1895	Maker: Dickson, W and T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369374		115 mm	85 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369374#_cc-by-sa_content">CC BY-SA</a>.
369442	Wool specimen from a ewe, 1895	F4382	Wool specimen, ewe, bred by W and T C Dickson, Yarrawin, Brewarrina, New South Wales, Australia, 1895. Wool specimen from a six year old ewe that was unhoused and grass fed. There is pink tape tied around the middle of the specimen and a small green tag attached to the tape. This sample of wool was tested in June 2007 by the Interactive Wool Group. They used the OFDA2000 instrument for fleece testing. The following are the results for this specimen: Microns: 19.6 microns (3.5 Standard Deviation) (average fibre diameter) Staple length: 60 mm Mean fibre curvature: 120.7 Dg/mm (A measurement in degrees per mm related to crimp frequency) Comfort Factor: 99.5 % (The % of fibres equal to or less than 30 microns)	Handwritten text on tag reads 'F4382 / Stud Ewe / 6 yrs old' and on reverse 'No 56 / W & T C Dickson / Yarrawin / NSWales'.	1895	Maker: Dickson, W & T C; Brewarrina, New South Wales; 1895|		Wool specimens|Specimens|Animal Samples and Products|Textile Technology	http://www.powerhousemuseum.com/collection/database/?irn=369442		130 mm	90 mm			This text content licensed under<a href="http://creativecommons.org/licenses/by-sa/2.5/au/" rel="license" about="http://www.powerhousemuseum.com/collection/database/?irn=369442#_cc-by-sa_content">CC BY-SA</a>.
